Date;Bitcoin Core (BTC) Price;Money Supply;Price Volatility;Daily Transactions;Block Size;Transaction Fees;Inflation Rate
10/03/2016;413.98;15298650;28.335704766301294;186842;733573;53.78147081;9.81791
11/03/2016;417.69;15302525;28.39986750847612;190816;688153;41.58304543;9.8199
12/03/2016;419.3;15306525;28.184135691655726;195566;622785;40.76625565;9.81984
13/03/2016;413.29;15310125;28.72910398693916;166612;575015;34.08642792;9.81987
14/03/2016;414.15;15313450;28.291764534837927;148034;629357;35.47006372;9.81556
15/03/2016;415.69;15317250;27.33760420353711;189260;719966;40.70332387;9.81544
16/03/2016;416.77;15321275;25.87867958042403;204389;664910;43.40119313;9.8191
17/03/2016;417.92;15325075;25.841734930707283;211990;673914;47.97701115;9.81623
18/03/2016;418.18;15328600;25.411714165853834;206933;750540;46.07076972;9.81434
19/03/2016;409.92;15332000;25.14646956179554;204445;725631;42.56526025;9.81215
20/03/2016;409.34;15335400;24.994712512277367;180774;652301;34.70237857;9.80681
21/03/2016;411.86;15339050;25.03653570699419;174932;658777;33.24559552;9.80504
22/03/2016;412.92;15342525;21.8809561515973;199892;747971;41.37308373;9.80142
23/03/2016;417.59;15346225;22.274443469785353;203331;710488;42.19128667;9.79392
24/03/2016;417.98;15349950;22.19949969773332;190083;683938;39.0653857;9.78875
25/03/2016;416.66;15353625;19.59966250178319;189239;671989;38.24056126;9.78599
26/03/2016;417.48;15357275;19.572893637115804;170788;618086;32.38413521;9.77853
27/03/2016;418.81;15361100;19.61565979183463;159570;638061;36.93905043;9.77684
28/03/2016;424.96;15364625;19.86797536973929;158866;614368;30.5288016;9.77202
29/03/2016;422.26;15368875;19.788143393789944;199511;682016;46.97587948;9.77454
30/03/2016;416.09;15372800;20.239341508785902;200784;844312;58.62264486;9.77317
31/03/2016;414.15;15376475;20.104715918549886;198641;744988;45.01741409;9.77355
01/04/2016;416.24;15379575;20.160489676657164;210101;851311;46.62518613;9.76316
02/04/2016;417.55;15383400;19.39995720894113;203717;754845;51.92917707;9.76187
03/04/2016;419.67;15386875;18.796851846746016;189736;814407;51.12153884;9.75671
04/04/2016;419.65;15390425;17.364787270780496;171979;709839;41.64092422;9.75306
05/04/2016;420.1;15394575;14.919891318673711;209257;666712;45.12617647;9.758
06/04/2016;422.4;15398450;14.450268216411917;219281;748984;48.61906587;9.75589
07/04/2016;422.05;15402375;13.75790811609295;219327;706071;58.35617955;9.75942
08/04/2016;421.8;15405850;13.76260361294078;221254;768604;45.14406752;9.75818
09/04/2016;419.27;15409450;13.951906902809988;210309;704031;42.76267009;9.75411
10/04/2016;418.68;15413500;13.621292152669287;197696;641777;36.92259575;9.7556
11/04/2016;421.14;15417825;13.70910599086727;186486;553640;33.17793552;9.76138
12/04/2016;423.21;15421650;12.74566984180601;234206;779670;51.10609378;9.75814
13/04/2016;425.64;15425350;12.855056663855194;233881;820864;49.4156405;9.75538
14/04/2016;424.27;15429450;12.892536198489635;225024;712951;45.95592596;9.76073
15/04/2016;425.59;15433550;12.903326383337417;228710;708837;45.05664044;9.76296
16/04/2016;430.05;15437025;13.327587308673902;213326;801301;44.76346627;9.76308
17/04/2016;430.95;15440475;13.332829976662737;180734;667314;33.76843605;9.75913
18/04/2016;428.62;15444425;11.261344174031471;193409;668427;34.75683343;9.75892
19/04/2016;429.08;15447775;11.21396008724079;222146;835251;47.36407224;9.7527
20/04/2016;435.11;15451525;11.923855577698994;225803;748778;43.65529151;9.74952
21/04/2016;441.91;15455650;12.843308438020754;212085;685406;42.26624642;9.7492
22/04/2016;448.44;15459425;13.19529689817257;215578;744697;43.2084951;9.75067
23/04/2016;447.37;15463000;13.291543025218873;209718;768772;42.38546138;9.7519
24/04/2016;451.34;15466600;13.333615854209889;184144;649066;32.99990934;9.74571
25/04/2016;459.43;15469900;14.330973400547657;182728;734743;33.25945698;9.74109
26/04/2016;462.29;15473075;14.369476525955138;221554;877526;43.89524614;9.73695
27/04/2016;465.64;15476850;13.862445193901934;250456;814452;337.70235078;9.73396
28/04/2016;449.52;15480075;19.024525810552902;244991;884416;47.31262725;9.73212
29/04/2016;448.45;15483450;18.11802710534545;245765;897505;49.2298862;9.72999
30/04/2016;454.02;15487400;18.24234329861155;258674;809813;49.3812131;9.72921
01/05/2016;449.95;15491050;18.70292989488694;218033;753012;41.03306028;9.7265
02/05/2016;450.76;15494925;18.703861145645387;185099;619273;33.49432309;9.72655
03/05/2016;445.11;15498850;19.40804558761046;224882;746710;45.19369687;9.72948
04/05/2016;449.21;15502625;19.5536579984783;232335;769663;44.38743368;9.7263
05/05/2016;447.35;15506800;19.678298089976654;239295;720064;48.13370111;9.72459
06/05/2016;449.21;15510675;19.655385257353004;228872;701489;44.16538733;9.72464
07/05/2016;457.04;15514725;20.32498685455061;239111;699121;45.54113068;9.72418
08/05/2016;459.48;15518475;20.310782314828753;196271;634775;36.48866709;9.72568
09/05/2016;459.14;15522675;20.10315208316938;184857;568348;34.12390809;9.73035
10/05/2016;460.46;15526950;20.039612403309814;229164;647233;41.07275193;9.72993
11/05/2016;453.25;15530900;21.06947275873966;247051;729117;48.11753169;9.72877
12/05/2016;452.83;15534225;21.082148225500166;236567;819790;46.38080637;9.72086
13/05/2016;454.16;15537700;21.046761834866718;227324;774575;46.56543684;9.71557
14/05/2016;456;15541500;20.96519410638584;231086;769087;47.59899655;9.71393
15/05/2016;456.43;15545100;20.969656643696087;208290;795445;47.44097737;9.71379
16/05/2016;458.46;15548575;20.781975155256383;205428;791614;47.15136167;9.70522
17/05/2016;454.84;15552100;21.076200323467432;235389;899141;59.2061193;9.70222
18/05/2016;454.47;15555625;20.938372192511576;244592;883843;59.8475358;9.70194
19/05/2016;454.04;15559450;20.96088020124509;234990;873780;58.35269695;9.70087
20/05/2016;442.93;15562450;22.453792756043025;212311;934278;53.35289122;9.69205
21/05/2016;443;15566175;21.79941662164681;212409;798709;54.71750169;9.69163
22/05/2016;443.52;15569700;21.161781140018526;186290;876385;53.27823866;9.69483
23/05/2016;440.85;15574300;21.24377466926578;185857;604367;43.55546808;9.69903
24/05/2016;444.24;15578800;21.182745680166516;229136;657183;56.18462292;9.70349
25/05/2016;447.5;15582475;20.34363396578917;241308;829058;58.12941525;9.70155
26/05/2016;450.46;15585925;20.36102975572215;249662;878183;60.30536256;9.6992
27/05/2016;458.82;15589300;21.27146690277615;221879;835272;56.50669904;9.69747
28/05/2016;480.71;15592775;23.487491794893437;215890;948274;71.15453316;9.69221
29/05/2016;519.5;15596100;35.171665154860726;188012;838273;50.7265371;9.68936
30/05/2016;533.44;15599775;35.886450069017826;187133;702781;50.21466694;9.68667
31/05/2016;536.13;15603375;35.51064067276389;206139;880921;56.15294408;9.68653
01/06/2016;532.91;15606550;35.72690562189785;219108;879243;53.15057983;9.67994
02/06/2016;536.41;15610125;35.11872849201495;230070;826896;55.42689113;9.6777
03/06/2016;541.83;15613575;35.1294322855143;234198;837273;59.08310469;9.67477
04/06/2016;568.92;15617125;37.90073993663106;229280;820368;53.52169438;9.67313
05/06/2016;574.1;15620100;37.87643568822741;195712;829686;46.24292385;9.65975
06/06/2016;577.44;15624350;37.740586798474645;189699;609952;44.12831393;9.66091
07/06/2016;584.11;15628600;37.751011787349746;222666;713841;52.51535482;9.66053
08/06/2016;578.53;15632100;38.13366763688612;237463;816456;53.77897792;9.65605
09/06/2016;580.91;15635700;38.116398428995346;231007;801776;50.7538861;9.6488
10/06/2016;577.38;15639825;37.508740652648385;230733;712118;51.99357776;9.65178
11/06/2016;580.7;15643425;37.37941606322048;227383;821642;52.55933918;9.64973
12/06/2016;609.23;15647325;39.78921343124501;213884;694655;46.44892034;9.64651
13/06/2016;666.1;15650975;48.40552703540169;214388;838347;53.53274179;9.64366
14/06/2016;695.99;15655000;49.40829311435391;252356;921476;63.54944518;9.64421
15/06/2016;685.76;15658300;50.32766447661833;243950;948041;68.90045457;9.64467
16/06/2016;703.27;15662100;49.88385644820726;261221;923577;84.2724443;9.64095
17/06/2016;756.96;15665825;53.61280615286914;268159;957635;82.34877257;9.63709
18/06/2016;749.43;15669550;54.08513236794417;250084;920253;77.8969392;9.63496
19/06/2016;758.16;15673500;52.02331426808433;237651;870589;71.41459538;9.6369
20/06/2016;760.72;15677925;51.89719774650162;213599;711992;61.64084864;9.64408
21/06/2016;726.2;15682025;56.31244303857702;251038;796829;77.20791854;9.64342
22/06/2016;664.82;15685750;66.78342421971297;251702;910838;77.79107796;9.64264
23/06/2016;615;15688975;74.0304474099974;237562;953400;79.57478727;9.63529
24/06/2016;623.81;15692475;74.02822007194803;234349;912772;72.70004065;9.63064
25/06/2016;663.66;15695700;76.09385663828382;237689;942541;74.11318584;9.62368
26/06/2016;659.88;15699750;76.33968179407626;209562;789868;61.33397397;9.62728
27/06/2016;633.42;15703400;77.45906588983223;179355;752373;53.85005374;9.62578
28/06/2016;649.79;15707075;73.70938140818546;218894;783963;62.46988539;9.62465
29/06/2016;644.97;15710775;73.55726635890095;213094;766831;58.36070352;9.62274
30/06/2016;641.99;15714425;73.65585798530596;225270;760830;61.67779929;9.62239
01/07/2016;670.4;15718175;74.64467392907686;227855;802322;62.29424734;9.61911
02/07/2016;678.97;15722050;74.66409255962913;209995;747516;58.03769361;9.61537
03/07/2016;693.16;15725775;74.79542934776109;193420;683919;51.69132201;9.6123
04/07/2016;665.83;15729625;75.16094701164168;181078;619848;46.63823813;9.61201
05/07/2016;675.93;15733400;75.22830258564376;213919;745041;55.23999288;9.60376
06/07/2016;670.73;15737025;75.36796726473023;214758;781905;55.61751297;9.60343
07/07/2016;668.43;15740525;75.38586730708359;220945;811764;57.1105977;9.59708
08/07/2016;639.53;15743950;77.1454806401265;209919;810661;55.38359623;9.59556
09/07/2016;656.05;15747575;77.53224256056504;210367;781022;57.0025473;9.59142
10/07/2016;648.43;15750650;77.64872159859665;182557;654658;46.63413649;9.5846
11/07/2016;648.54;15752600;77.65615345188759;162660;579454;38.60302219;9.57244
12/07/2016;650.82;15754387.5;75.99623188896895;220224;805996;57.76221562;9.55668
13/07/2016;663.68;15756175;69.56601063466151;218158;770339;50.89194785;9.54169
14/07/2016;657.95;15757787.5;67.77301987965764;217511;822046;53.87501154;9.52377
15/07/2016;660.7;15759550;67.64032970283417;223608;809265;59.1526241;9.51052
16/07/2016;664.16;15761237.5;67.01280580760472;211326;782482;53.60693863;9.49429
17/07/2016;665.75;15763200;61.27627631616292;182268;695142;51.62298801;9.47959
18/07/2016;677.95;15765062.5;61.730989175383186;170550;705793;46.82401983;9.46364
19/07/2016;673.77;15766912.5;61.5010570409625;222617;809202;58.65183571;9.44685
20/07/2016;671.58;15768512.5;61.44540904343451;221852;874870;62.37818781;9.43383
21/07/2016;666.01;15770387.5;59.55323811381262;225540;791752;63.7926704;9.41761
22/07/2016;663.35;15772050;50.97503104482449;222328;818021;61.76933478;9.40258
23/07/2016;653.96;15773662.5;42.94835033474985;220589;864614;66.56315514;9.38171
24/07/2016;654.82;15775300;42.72317058049966;196879;823729;58.71982933;9.36386
25/07/2016;659.19;15776850;36.84955976354496;184528;794320;51.43296402;9.34732
26/07/2016;654.34;15778487.5;36.88550897348077;238469;904762;68.98852364;9.33044
27/07/2016;652.15;15780100;33.880634373785824;237160;928327;70.83259559;9.31586
28/07/2016;654.89;15781700;32.73338727528303;230247;914784;73.38030436;9.29799
29/07/2016;655.8;15783400;32.616457756774935;239942;875056;72.49530775;9.28459
30/07/2016;656.77;15785237.5;32.56376443059041;229532;817239;72.05503648;9.26875
31/07/2016;650.56;15786725;28.881630303566208;199563;884248;66.49338351;9.24975
01/08/2016;627.19;15788650;30.978674703864403;192750;794596;73.91628263;9.23453
02/08/2016;608.86;15790562.5;31.183625519342236;223211;807231;70.49847499;9.21811
03/08/2016;561.26;15792487.5;39.381165016968495;250593;863464;81.87107459;9.20574
04/08/2016;563.07;15794562.5;38.80848808835177;242011;787622;75.30233708;9.19498
05/08/2016;573.72;15796475;39.754303489501204;232181;780650;69.48406238;9.18122
06/08/2016;573.62;15798587.5;39.788856110784984;230312;700179;75.65967321;9.16998
07/08/2016;585.3;15800662.5;38.12674896421815;195343;624806;59.3883051;9.15395
08/08/2016;591.09;15802512.5;37.03118964130367;190622;761030;66.75647584;9.13997
09/08/2016;589.47;15804362.5;36.91291103672158;234193;831087;86.24715535;9.12128
10/08/2016;586.74;15805912.5;36.896145469986784;231215;889356;73.95891306;9.10147
11/08/2016;593.06;15807800;37.14913704377783;249969;837474;77.06379989;9.09078
12/08/2016;589.23;15809675;36.24908135194285;251467;849336;78.76001457;9.07606
13/08/2016;586.74;15811537.5;36.20961399796379;233986;815307;71.17349077;9.0622
14/08/2016;583.75;15813575;36.09641461649195;217779;672275;63.47960571;9.05049
15/08/2016;571.4;15815612.5;36.42050244734505;195294;632493;60.16683827;9.0386
16/08/2016;568.61;15817437.5;36.32257516180288;205220;811087;70.13477289;9.02356
17/08/2016;575.18;15819125;35.852771350933814;255551;927459;82.40202278;9.0087
18/08/2016;572.87;15820662.5;35.85534392049063;235308;937400;72.99568641;8.99001
19/08/2016;573.67;15822587.5;35.927111390112564;237927;795584;76.34788036;8.97512
20/08/2016;575.09;15824512.5;36.008162888587755;245781;788861;80.44796572;8.95742
21/08/2016;580.42;15826450;36.34337069845338;215861;729054;63.12224993;8.94113
22/08/2016;581.42;15828487.5;36.227971955715496;182275;614849;50.78330271;8.93004
23/08/2016;584.55;15830462.5;36.329158301034326;223439;771066;63.53769993;8.91458
24/08/2016;581.99;15832300;36.13359221643934;239115;826537;67.82307743;8.90194
25/08/2016;578.49;15834200;36.12143861978272;239849;769692;65.79823226;8.88486
26/08/2016;576.11;15835825;36.12041316519521;232179;871898;64.19238926;8.8704
27/08/2016;576.8;15837475;36.04855235128211;225216;830806;61.98387497;8.85274
28/08/2016;570.15;15839275;36.07823301484192;192651;696156;55.96076055;8.83519
29/08/2016;573.09;15841175;36.17929472286086;172942;602585;48.43568546;8.82021
30/08/2016;574.39;15843037.5;36.20915003476556;230689;818211;65.75438831;8.80366
31/08/2016;576.07;15845087.5;34.32860587932459;248782;778545;66.72918872;8.78898
01/09/2016;573.29;15846762.5;32.951337367529064;226485;833950;62.88816001;8.77061
02/09/2016;572.76;15848512.5;16.289075166683098;233469;836572;62.30939694;8.75537
03/09/2016;575.56;15850425;16.331839569414544;229055;743751;58.20656682;8.73939
04/09/2016;594.74;15852000;18.824884574797967;179466;759944;50.92709648;8.72279
05/09/2016;608.02;15854237.5;20.17310215367286;180036;570240;45.72016803;8.71129
06/09/2016;607.17;15855987.5;19.095676805956074;235060;898570;65.29053848;8.69497
07/09/2016;610.42;15857687.5;18.903371400889633;227470;853616;59.1899393;8.68129
08/09/2016;615.4;15859587.5;19.007055995158485;253387;813702;64.2623775;8.66657
09/09/2016;623.76;15861387.5;19.327205037647968;225674;812227;59.49423745;8.64708
10/09/2016;622.15;15863162.5;19.13163857671408;217602;803678;62.63857264;8.62985
11/09/2016;622.29;15865100;18.917199421461024;196211;652659;51.76288786;8.61801
12/09/2016;609.66;15867150;20.368197605829256;179710;592593;47.28289927;8.60398
13/09/2016;607.07;15869187.5;20.336730299701927;212575;703273;56.72514613;8.58968
14/09/2016;609.27;15871250;18.623644419040524;238286;772963;68.03861529;8.57408
15/09/2016;609.1;15873200;18.473218965055494;227862;760410;61.16989278;8.56105
16/09/2016;607;15875125;18.271217347241592;234039;753592;59.8158129;8.54749
17/09/2016;607.16;15876862.5;18.160217008725812;216719;787598;65.3424987;8.5321
18/09/2016;606.6;15878900;18.18691315924978;212426;743616;57.12927884;8.52285
19/09/2016;609.46;15880712.5;18.21299737557131;191320;685507;53.03739151;8.5115
20/09/2016;608.92;15882375;18.04428782990032;225279;837520;66.47115446;8.4984
21/09/2016;602.68;15884262.5;18.515032840821426;241481;770330;67.56944956;8.4822
22/09/2016;596.37;15886337.5;18.890493925219257;238107;709474;64.57366981;8.46711
23/09/2016;596.34;15888100;18.804752523580955;229768;770954;62.33329701;8.45323
24/09/2016;600.93;15889800;18.784339014729337;230288;814055;62.2713516;8.43449
25/09/2016;600.97;15891875;18.689606829732888;203262;622439;57.07683674;8.42146
26/09/2016;601.05;15894187.5;18.69480346669704;196784;574962;50.02992792;8.40968
27/09/2016;606;15896100;18.236012679497986;231835;773783;60.79743253;8.3963
28/09/2016;605.04;15898187.5;18.24258752758995;243880;771489;64.31923453;8.37838
29/09/2016;604.29;15900037.5;18.272491868767112;234238;780807;64.59017115;8.36366
30/09/2016;605.28;15901825;18.26710972355096;241285;834386;67.66640291;8.34834
01/10/2016;608.21;15903600;18.145885295937767;248283;828178;67.85988507;8.33497
02/10/2016;613.11;15905562.5;18.234401923589513;216062;715201;59.17629803;8.32159
03/10/2016;610.33;15907325;18.360524730163633;189591;722342;54.50092186;8.30538
04/10/2016;611.83;15909212.5;14.617973393044542;262919;864570;74.56037086;8.29003
05/10/2016;610.27;15911187.5;12.507407712015482;261955;821254;70.62112399;8.2773
06/10/2016;611.69;15913275;12.51779684231528;269556;793521;73.24128007;8.26701
07/10/2016;612.34;15915287.5;12.387077852513743;271720;822020;76.82385583;8.25493
08/10/2016;616.53;15917075;12.288636616631296;267630;872929;72.42844361;8.24389
09/10/2016;617.46;15919187.5;11.312073672757315;246367;746067;66.46114156;8.22882
10/10/2016;615.92;15921187.5;11.309933886424815;214471;697154;59.34094755;8.21556
11/10/2016;621.1;15922737.5;11.710929736867245;224874;864814;68.20522485;8.19999
12/10/2016;638.59;15924475;13.125950733813157;262381;924003;80.40844058;8.18662
13/10/2016;637.22;15926275;13.028835100674677;233861;857097;68.63010644;8.17092
14/10/2016;636.96;15927875;13.026655242909696;230869;919213;67.43965067;8.1513
15/10/2016;639.45;15929575;13.037155850756363;237969;858046;67.48149071;8.13641
16/10/2016;639.44;15931350;12.923384261543594;209941;773340;62.88098827;8.12351
17/10/2016;641.09;15932975;12.915412053394345;199380;769884;57.9537941;8.10794
18/10/2016;638.6;15934537.5;13.035505611390358;238308;929626;72.23685112;8.08829
19/10/2016;635.85;15936475;13.154204351194778;249890;841827;76.89644671;8.07797
20/10/2016;629.88;15938037.5;13.669965506995181;193894;807448;65.49737961;8.06218
21/10/2016;630.08;15939712.5;13.039879203018359;277881;977453;87.15780124;8.04644
22/10/2016;634.82;15941762.5;12.453141742200266;259606;773349;74.17241366;8.03305
23/10/2016;654.05;15943625;15.740019086314662;218557;813241;66.91921519;8.01914
24/10/2016;654.27;15945425;15.678639843764733;192805;792472;69.9077585;8.00298
25/10/2016;653.58;15947212.5;15.708420417904785;224797;886375;81.6951546;7.9851
26/10/2016;658.22;15948950;15.746785832377114;238593;943930;99.34206133;7.97
27/10/2016;676.93;15950675;17.933410936896923;221912;974398;124.13252127;7.95628
28/10/2016;686.52;15952700;18.183303282606886;332738;977626;110.31016628;7.9424
29/10/2016;693.55;15954600;18.1889962723622;244844;803986;80.16651508;7.92404
30/10/2016;712.68;15956462.5;19.78327790931593;231753;780294;73.4305528;7.90982
31/10/2016;703.13;15958562.5;20.857857944875914;205888;620427;61.6619478;7.89611
01/11/2016;706.55;15960400;20.826118361963957;245090;821732;77.72196902;7.88063
02/11/2016;729.04;15962200;22.50780238955931;248724;857061;79.77415264;7.86455
03/11/2016;734.42;15963862.5;22.47759072798581;266541;901549;78.34374743;7.84754
04/11/2016;699.55;15965800;29.39311643669838;273554;835649;79.91382908;7.83404
05/11/2016;700.93;15967250;29.396744635189762;246912;956644;83.4801415;7.81744
06/11/2016;705.95;15969087.5;29.382660312662125;236590;783016;73.28438487;7.80218
07/11/2016;709.35;15971000;29.373134334887222;224275;733418;70.24875897;7.78981
08/11/2016;706.28;15972825;29.522823242900685;278006;893414;92.07064665;7.77503
09/11/2016;713.46;15974937.5;29.47539462620188;293639;865388;88.88596904;7.76274
10/11/2016;723.19;15976775;29.60699577526569;272452;892891;84.52365261;7.74461
11/11/2016;716.1;15978875;28.876085871791428;266076;788722;80.49200594;7.72953
12/11/2016;715.56;15980912.5;28.843925199732617;258788;763428;74.11508568;7.71422
13/11/2016;704.13;15983012.5;29.644926162784685;232027;717824;66.6605662;7.7026
14/11/2016;702.71;15984787.5;29.70272582563071;214112;763837;61.16502917;7.68554
15/11/2016;707.86;15986937.5;29.71440461390804;273779;797724;80.34794764;7.66865
16/11/2016;718.43;15988887.5;29.9781122443285;280069;851167;81.46164018;7.65478
17/11/2016;744.33;15991025;31.789969397836256;292210;794715;79.87885408;7.64145
18/11/2016;745.91;15993012.5;31.62872885213391;274468;898420;88.53747769;7.63019
19/11/2016;751.72;15994862.5;31.1846705874406;275106;930712;83.31668067;7.61241
20/11/2016;751.6;15996637.5;31.195852064189253;251094;847582;72.22944039;7.59286
21/11/2016;732.22;15998237.5;33.12111848281347;245387;910103;74.35850494;7.57251
22/11/2016;738.53;15999975;31.90228587697249;285594;922480;95.33791248;7.55472
23/11/2016;746.4;16001650;31.95277205574838;284594;958831;100.45217934;7.53779
24/11/2016;741.43;16003487.5;32.13321153043482;270902;951133;110.84635114;7.5234
25/11/2016;736.84;16005512.5;32.31741637761196;334927;951721;133.74122355;7.50523
26/11/2016;737.08;16007412.5;31.12167752042511;315082;942793;139.32286703;7.49398
27/11/2016;732.94;16009325;30.98528764984548;272138;936386;98.99955154;7.47904
28/11/2016;731;16011125;30.891180997647748;244106;830629;83.58860521;7.46425
29/11/2016;732.66;16013175;29.49793239999074;296853;907666;108.74537861;7.4488
30/11/2016;734;16015037.5;29.036240535140546;289509;907780;101.05600226;7.4312
01/12/2016;743.7;16016812.5;29.301239366061797;292197;912239;99.07920506;7.4141
02/12/2016;756.81;16018637.5;27.902874861195958;234648;899527;105.01822678;7.40077
03/12/2016;770.05;16020425;28.391398594202194;320404;970674;119.28616862;7.38522
04/12/2016;765.82;16022575;22.07079609907655;287426;882210;100.31908242;7.36814
05/12/2016;764.46;16024425;22.131798082228805;245346;854387;92.94770605;7.35195
06/12/2016;754.05;16026325;22.812742026950183;278951;889230;107.83160338;7.33825
07/12/2016;759.35;16028200;22.857240948252773;321864;961044;118.33372959;7.31936
08/12/2016;765.8;16030375;22.82740026269904;308390;879948;106.77376111;7.30375
09/12/2016;768.6;16032337.5;22.673861129378253;285229;856546;97.4285788;7.27811
10/12/2016;771.74;16034025;22.330267723934163;265777;928314;95.7340397;7.26069
11/12/2016;771.81;16035675;21.922351419962258;246433;888023;85.00944815;7.24267
12/12/2016;770.1;16038012.5;21.95559549679113;227950;676731;75.98438847;7.23285
13/12/2016;777.76;16039962.5;21.044765980277248;272420;816436;94.10366432;7.21094
14/12/2016;778.03;16042187.5;20.985391758877928;294932;820543;98.99948199;7.19303
15/12/2016;777.17;16043925;20.993249682038748;287773;904416;95.92153351;7.17546
16/12/2016;777.63;16045512.5;20.57703021595496;281809;949927;99.26258563;7.15832
17/12/2016;782.79;16047175;16.932387168465674;279405;971867;98.56319887;7.1392
18/12/2016;788.14;16048975;17.02655986517259;236048;817036;79.96700617;7.12314
19/12/2016;789.11;16050737.5;16.89245949765119;237815;861413;81.42808976;7.10542
20/12/2016;790.75;16052625;16.88084332627114;284845;914759;104.61403374;7.09139
21/12/2016;799.83;16054350;13.912982515107597;294779;970391;101.34833517;7.07611
22/12/2016;832.92;16056337.5;19.057113700520688;322897;963969;114.18518478;7.06134
23/12/2016;867.8;16058325;22.940426890358648;316659;918529;106.59231456;7.04997
24/12/2016;908.24;16060225;26.53804821169119;302853;889235;100.12648353;7.03374
25/12/2016;892.53;16061937.5;27.501626379765717;239727;852947;82.76712678;7.01466
26/12/2016;891.95;16064000;27.530794712236762;196917;639416;61.79166779;6.99187
27/12/2016;906.13;16065775;27.369460778419608;249310;867973;90.37256656;6.97679
28/12/2016;934.96;16067725;28.396632420192162;294254;876651;98.2370193;6.96147
29/12/2016;971.26;16069775;30.149287499693113;306161;868481;104.38369002;6.94575
30/12/2016;966.64;16071650;30.44403520768998;305871;940410;107.73906746;6.93296
31/12/2016;959.17;16073612.5;30.96999457504764;285649;868063;99.82464088;6.92201
01/01/2017;967.6;16075462.5;30.800167578296676;246392;799230;80.94974088;6.90854
02/01/2017;998.47;16077412.5;31.703447609710565;178210;706647;67.92513298;6.89573
03/01/2017;1018.93;16079400;31.528805390359878;289864;933768;109.11778078;6.87679
04/01/2017;1042.13;16081450;31.571882245764318;309774;917326;122.43748586;6.86254
05/01/2017;1069.46;16083362.5;30.788606913965932;326559;986098;190.29811364;6.85022
06/01/2017;992.45;16085112.5;43.08518716223351;290976;983710;117.01334743;6.83576
07/01/2017;898.86;16087125;57.22884763181211;344515;984745;125.88923035;6.81845
08/01/2017;899.39;16088850;57.250175993620275;281788;987219;106.48547443;6.80313
09/01/2017;905.82;16090937.5;57.25226220291365;256914;802749;90.12996866;6.78597
10/01/2017;897.35;16092637.5;57.456950802929;274694;932439;104.6465863;6.76714
11/01/2017;905.32;16094637.5;57.411002446643096;322023;956578;118.59870754;6.75031
12/01/2017;797.6;16096550;73.55727476717341;305180;926294;112.49650628;6.7368
13/01/2017;801.07;16098700;73.56710079911153;287174;786284;102.64748079;6.72753
14/01/2017;821.27;16100575;74.0325296380185;279376;858146;99.11510006;6.71838
15/01/2017;822.58;16102725;74.03122854546766;244361;742770;87.8050175;6.70752
16/01/2017;818.98;16104812.5;74.04200057568264;228627;659940;79.51264047;6.69466
17/01/2017;829.9;16106925;74.13397844410885;273886;775267;106.33095297;6.67809
18/01/2017;896.46;16108900;78.66195651384123;288085;892992;107.57219178;6.66768
19/01/2017;881.82;16110775;78.99168487636186;300771;901456;108.68879839;6.65326
20/01/2017;898.68;16112950;79.12842464697736;301376;834378;113.70983146;6.64348
21/01/2017;895.04;16115312.5;78.05001613134996;297984;720772;103.76563219;6.62806
22/01/2017;921.48;16117575;77.41611125191724;259412;682652;93.33811144;6.61147
23/01/2017;923.12;16119750;75.80599415895395;238313;682543;88.3849574;6.59571
24/01/2017;914.3;16121475;75.62077746800233;232181;914369;110.88088103;6.57858
25/01/2017;895.79;16123337.5;75.98327273982363;281612;973645;143.79272334;6.56271
26/01/2017;894.56;16125200;75.77445609393753;307876;987848;134.39129027;6.54773
27/01/2017;912.27;16127137.5;75.26505681595087;311840;993133;121.93055694;6.53484
28/01/2017;917.55;16129262.5;73.99570867372427;261455;837700;115.66584467;6.51915
29/01/2017;919.37;16131162.5;74.00019180366257;247177;877454;121.64002043;6.49882
30/01/2017;913.77;16133250;73.98536204041356;240969;855056;118.90695387;6.48079
31/01/2017;919.74;16135050;73.94999861638945;252964;963722;138.07003785;6.46438
01/02/2017;957.02;16136862.5;74.47430128798226;310700;959553;143.71331271;6.44474
02/02/2017;979.44;16139262.5;74.58628715995525;345155;962227;154.48547303;6.42915
03/02/2017;1007.74;16141225;74.85499544449115;258411;914052;145.23827518;6.41262
04/02/2017;1015.85;16143087.5;74.30100216172629;323316;970806;160.00418284;6.39193
05/02/2017;1029.74;16144887.5;69.61542725598851;285317;947774;137.89095702;6.36875
06/02/2017;1014.3;16146875;59.87227465777638;294119;961903;137.880496;6.35101
07/02/2017;1027.61;16148437.5;59.93970060464692;227395;979210;156.42707319;6.33539
08/02/2017;1052.05;16150325;60.30317049428734;329294;945677;169.3679738;6.31701
09/02/2017;1053.24;16152150;60.09861302847534;308783;961155;156.41892507;6.30034
10/02/2017;979.24;16154262.5;65.96787363390814;343011;956012;173.68067014;6.28066
11/02/2017;988.37;16156100;46.64388681583451;304452;967112;141.43543122;6.26287
12/02/2017;1006;16157837.5;46.774721424625874;259283;957656;115.04141069;6.24704
13/02/2017;999.5;16159587.5;46.59357088006641;233746;863048;100.89525886;6.22956
14/02/2017;996.44;16161625;46.68418371862158;293068;917950;138.30696143;6.21642
15/02/2017;1007.11;16163737.5;46.54168758150662;316138;890610;141.94036618;6.20622
